#{"t_start": 1642286527.870901, "env_id": null}
r,l,t
152.839817,35,64.161395
43.268034,85,64.186402
74.757956,71,64.207403
59.993075,78,64.229428
176.846049,20,64.235427
156.250634,34,64.245429
180.360858,17,64.250431
77.593718,70,64.270398
196.726242,4,64.271398
92.323995,59,64.288398
143.390593,42,64.300398
82.385042,68,64.319398
142.074455,39,64.330398
168.547647,27,64.337398
119.689859,51,64.352398
153.12137,34,64.361398
-2.801657,99,64.390398
170.867183,25,64.398413
56.781707,83,64.421405
116.442874,52,64.443406
25.251301,89,64.468427
180.038469,17,64.473429
81.637833,68,64.493438
126.735232,47,64.506432
141.961401,41,64.51843
20.209205,91,64.545433
97.924755,60,64.562428
162.284724,29,64.571429
158.104417,33,64.580427
183.472927,15,64.584429
130.748015,48,64.598445
89.91155,65,65.205394
153.680476,34,65.216394
-5.725993,103,65.249394
123.812641,50,65.265403
187.817788,12,65.268403
128.898585,47,65.282397
37.335821,85,65.311904
145.973121,38,65.329919
173.237907,22,65.336919
78.985393,63,65.35692
111.748626,53,65.37492
115.772209,51,65.38992
121.890445,48,65.404921
98.340247,58,65.42092
136.071347,48,65.43492
74.191828,71,65.45492
48.764272,80,65.477921
177.427187,19,65.48292
122.869122,50,65.49692
133.054437,45,65.50992
125.374828,45,65.52292
72.476254,72,65.542923
121.148051,54,65.557922
178.533438,19,65.563922
164.501792,27,65.571922
183.666387,15,65.575923
117.715989,51,65.589923
159.863998,30,65.598923
108.933674,56,65.61392
172.036727,22,65.626956
147.956424,37,65.637954
182.998097,15,65.641954
146.609876,37,65.652953
131.896191,47,65.665957
57.940119,80,65.688951
180.273707,17,65.693962
54.902012,79,65.714956
118.730016,52,65.729951
76.927911,72,65.749953
124.496869,49,65.763954
119.133496,51,65.777958
180.439079,19,65.782951
91.449968,65,65.800955
151.430864,36,66.394918
196.72892,4,66.39692
148.719844,38,66.40792
160.619139,31,66.416919
159.493028,31,66.426919
181.222121,17,66.431919
41.297751,85,66.45992
-24.411696,106,66.493919
143.079768,39,66.511919
133.0586,45,66.525919
63.524836,76,66.54893
144.820194,38,66.56192
56.438489,76,66.587927
158.508266,32,66.596953
179.480887,18,66.602952
72.005963,70,66.622952
91.447832,63,66.640957
171.149625,24,66.647955
138.63192,41,66.659955
89.236334,67,66.679113
147.358518,38,66.690115
181.095853,17,66.694112
153.800724,37,66.705117
184.424543,14,66.709114
177.089859,20,66.715117
114.343356,55,66.731113
180.19628,17,66.736113
91.113784,64,66.754113
86.764817,65,66.772111
10.084661,96,66.799115
174.624903,21,66.812114
168.593112,26,66.819115
37.359108,85,66.844119
169.350609,26,66.852115
93.13659,63,66.869116
99.666542,63,66.887112
166.635489,27,66.895112
153.879569,32,66.904117
174.16242,21,66.910111
82.463721,69,66.930115
115.737279,52,66.945116
138.125632,47,66.958115
109.646296,54,66.973117
123.510209,49,66.987115
165.417242,26,66.995114
121.023414,52,67.586079
95.289486,64,67.605079
132.801997,45,67.621079
171.755326,22,67.629079
131.548765,49,67.646079
90.241301,64,67.666079
161.373487,28,67.675079
172.015586,22,67.681079
159.089104,33,67.698079
91.944503,62,67.720079
124.315438,45,67.733079
150.741605,37,67.746079
27.803744,88,67.775079
55.206176,80,67.799089
48.439877,81,67.823088
103.011424,58,67.839112
147.385719,35,67.849112
172.561393,22,67.856112
136.486594,43,67.868114
183.23891,15,67.872115
168.163984,25,67.880116
191.957293,8,67.882114
186.901274,12,67.885115
-4.880734,99,67.914115
63.518293,75,67.935117
174.44494,21,67.941112
165.599499,27,67.949113
84.277436,67,67.968116
182.967934,16,67.972115
137.14762,43,67.984114
187.014225,12,67.994118
82.245708,67,68.013132
149.829702,35,68.023115
148.810549,35,68.033115
67.119402,73,68.054285
144.986421,38,68.065297
93.509005,63,68.083284
148.621711,37,68.09329
68.903927,75,68.115259
107.324519,56,68.133282
187.038181,12,68.136279
178.937892,18,68.141282
181.935923,16,68.146303
114.598242,55,68.162284
61.856471,77,68.183288
166.205993,27,68.191282
100.672083,66,68.818273
157.865117,30,68.828274
144.380748,40,68.841273
147.834627,38,68.852273
19.368599,92,68.881274
184.025415,15,68.886274
151.035926,35,68.903275
189.400082,10,68.907274
109.31142,56,68.923285
97.51241,62,68.942273
160.632288,30,68.951274
134.654519,44,68.965273
77.873279,69,68.988273
164.663356,29,68.999273
173.955336,21,69.007273
141.075044,41,69.019281
138.546616,42,69.031363
164.018866,28,69.039904
160.053328,30,69.047906
185.423646,13,69.051907
196.696419,4,69.052906
83.801313,66,69.071927
195.637693,5,69.073931
150.011315,36,69.083931
91.828247,62,69.100932
92.662852,64,69.1199
157.305723,33,69.12893
186.018693,13,69.132935
125.484565,48,69.149933
109.23632,55,69.164929
166.468588,26,69.172932
132.880018,44,69.184929
85.440994,66,69.203928
172.479146,23,69.21693
189.570266,10,69.219943
188.328521,11,69.222939
145.879832,38,69.233941
122.268773,50,69.247929
159.059777,29,69.255931
178.725462,18,69.260899
156.272401,35,69.27093
161.853956,28,69.278899
30.197518,86,69.302899
188.930877,11,69.305899
106.333818,57,69.321899
120.532621,49,69.335899
109.173547,56,69.351896
117.429546,52,69.365896
189.330251,10,69.368896
134.853602,41,69.380896
93.132825,61,69.397913
-2.173315,98,69.424912
147.913009,37,69.998912
135.461491,44,70.011911
197.844,3,70.012911
112.094752,55,70.028911
144.46779,38,70.040913
157.532928,30,70.051913
72.716012,71,70.084913
171.593392,23,70.093913
121.610858,54,70.110912
127.551084,47,70.126911
181.387611,17,70.132912
106.236954,57,70.153912
177.315694,19,70.160911
118.708009,54,70.177911
142.665128,41,70.18992
115.067157,54,70.205919
5.905798,96,70.233944
178.887236,18,70.238942
106.595774,57,70.254915
157.027657,32,70.264916
83.651537,68,70.283916
144.199381,37,70.293916
97.898582,60,70.310915
160.338491,30,70.318915
143.012425,41,70.330915
153.47804,34,70.340916
137.897065,42,70.351915
180.235778,18,70.357915
108.931031,56,70.373915
111.070117,55,70.397923
-3.896821,99,70.425915
131.875728,45,70.437915
100.915634,60,70.454916
98.119101,61,70.472915
111.562093,54,70.487913
60.451488,76,70.508913
87.160183,63,70.526913
185.596594,13,70.530913
109.210577,57,70.546913
69.028526,83,70.569912
169.754511,24,70.575912
94.570199,63,70.593914
134.198434,45,70.606913
82.65635,67,71.207011
175.898514,20,71.21401
70.017355,71,71.23401
189.279897,10,71.23701
126.041659,46,71.258011
133.477162,43,71.27001
174.749322,21,71.27701
138.275741,43,71.290012
-13.203926,102,71.322011
133.988959,45,71.338012
156.882271,32,71.347013
157.377874,32,71.358011
84.917672,64,71.37801
107.312818,56,71.39501
173.284623,22,71.402019
183.239104,15,71.406019
151.986985,35,71.416019
133.347526,42,71.428019
192.343363,8,71.431022
98.420933,61,71.449044
176.392259,20,71.455042
135.610738,43,71.467045
151.639679,35,71.477045
122.773213,52,71.492052
167.837405,24,71.499015
31.759071,87,71.523015
152.123146,35,71.533012
179.220563,18,71.538012
32.18687,87,71.569045
130.67472,44,71.582046
82.999951,65,71.600043
155.96441,33,71.609043
29.424748,87,71.634015
117.949165,52,71.649014
-26.590278,106,71.678015
148.129428,37,71.689015
174.32123,21,71.695015
155.262554,32,71.704015
150.136213,35,71.713014
146.338429,38,71.724015
146.848168,35,71.734015
162.995979,29,71.742015
136.336697,43,71.754014
132.879676,45,71.767013
177.06093,19,71.772012
183.062776,15,71.777012
96.559529,62,71.794012
137.697339,41,71.806012
174.926817,21,72.398024
128.404022,47,72.412024
160.608652,30,72.423024
132.858745,45,72.445026
99.47965,61,72.465025
114.342264,54,72.481025
44.981497,82,72.505026
171.678819,22,72.513023
138.511719,43,72.527024
155.23694,33,72.537023
151.943365,35,72.547024
117.226438,53,72.563024
102.542471,59,72.581024
168.402834,26,72.589024
144.839039,39,72.601033
92.734406,64,72.620032
146.861495,38,72.631032
97.600239,61,72.648057
95.455064,62,72.666028
103.476658,59,72.683028
123.2942,50,72.697028
176.225476,20,72.703028
148.520663,35,72.712028
178.013144,19,72.718028
127.174734,46,72.731026
12.653809,93,72.764026
67.226672,72,72.784056
173.681427,21,72.79006
43.822872,81,72.814056
178.972437,18,72.819057
48.016745,82,72.842058
101.463848,58,72.859067
155.310464,34,72.86906
140.600921,39,72.880056
84.644921,67,72.899056
149.575921,36,72.91006
148.933074,36,72.920025
114.036883,51,72.935025
143.513771,39,72.946025
81.78268,66,72.964025
87.903866,65,72.982025
166.634714,26,72.990027
58.247849,78,73.585039
126.80049,47,73.601039
184.423046,14,73.605039
171.535749,23,73.619039
26.66972,86,73.648041
149.961576,36,73.65804
197.803489,3,73.65904
166.900311,26,73.668039
180.9609,17,73.673039
185.020548,14,73.677039
20.952716,90,73.709038
162.785579,29,73.720039
128.730614,47,73.73604
150.369041,36,73.748048
178.078376,19,73.75504
197.826937,3,73.756047
137.251973,42,73.769039
179.258795,17,73.77404
181.150698,16,73.779039
79.649519,69,73.799047
126.192701,48,73.813047
113.29998,53,73.829048
182.365086,15,73.83305
81.040017,62,73.851074
159.274581,31,73.860071
180.349998,17,73.865074
171.450467,24,73.872073
105.581916,58,73.888074
131.17682,45,73.901078
158.979975,31,73.910075
106.281344,56,73.932074
148.125296,37,73.943077
158.225385,30,73.952074
65.054303,72,73.972071
142.25857,40,73.984071
113.521476,53,73.999074
150.323218,34,74.009041
179.137937,18,74.014072
150.232132,36,74.024073
160.531902,30,74.033073
17.681857,91,74.059075
168.472239,25,74.066074
153.329768,34,74.076073
106.652676,57,74.093071
162.723447,29,74.102071
189.371845,10,74.104071
120.833292,51,74.119075
118.688357,50,74.133074
101.917185,56,74.149044
42.329131,83,74.173085
113.797766,53,74.188075
180.37818,17,74.193074
131.045904,45,74.206072
106.947683,58,74.78504
100.128789,56,74.802041
173.622424,22,74.810039
169.831718,24,74.819039
122.867437,50,74.837039
-71.82669,119,74.878059
150.080873,36,74.889068
79.111554,70,74.910058
45.589048,83,74.939059
58.248748,77,74.96507
154.507653,32,74.975067
46.889134,82,74.999094
187.230855,12,75.003095
176.212483,20,75.00906
186.626452,12,75.013059
87.403868,66,75.03106
183.65814,15,75.036059
85.767562,64,75.053059
173.972779,21,75.06006
192.058973,8,75.062059
176.261334,20,75.068059
121.187744,52,75.082059
188.344955,11,75.085059
148.776934,37,75.102067
108.860991,57,75.119066
125.608096,48,75.133066
151.847995,34,75.142066
185.94629,13,75.146093
134.882538,44,75.159093
173.164422,22,75.165067
88.494843,66,75.184091
71.962092,72,75.20409
89.794766,64,75.225091
92.626684,65,75.244099
80.850515,69,75.264091
108.732609,58,75.280091
148.465367,37,75.291091
168.843979,25,75.29809
95.488234,58,75.314095
159.341522,31,75.324096
14.864698,93,75.350094
46.10828,80,75.373093
53.311571,80,75.402095
75.237059,70,76.007058
140.962984,41,76.019058
166.787465,26,76.027058
176.789658,19,76.032058
72.249138,72,76.053058
177.222021,20,76.059058
122.168708,50,76.074058
150.557299,36,76.085058
194.405446,6,76.086058
149.880883,36,76.097058
14.442227,93,76.125059
91.423272,64,76.145059
17.222195,91,76.177066
96.015064,60,76.194072
161.271211,29,76.20307
169.225442,24,76.209687
104.423793,54,76.226188
58.456913,77,76.247189
105.197321,56,76.263194
182.13808,16,76.267189
188.282564,11,76.270191
124.414684,48,76.290194
131.388752,42,76.302193
157.386386,30,76.31119
103.965646,57,76.327189
177.838156,19,76.33319
172.814266,21,76.33916
145.911055,38,76.350191
186.566654,12,76.353189
116.300932,53,76.369191
130.243829,47,76.38219
181.727685,16,76.387191
179.39312,18,76.392191
23.737823,90,76.418189
55.855519,77,76.440197
80.117647,69,76.460191
167.798338,25,76.467158
92.009926,58,76.483158
157.984264,32,76.492158
196.722426,4,76.494158
150.727533,33,76.503158
86.899827,66,76.522158
147.483958,35,76.531158
64.470143,75,76.552158
125.25316,49,76.566158
162.804293,28,76.581188
141.050622,41,76.59319
169.844462,24,77.163157
189.530373,10,77.166156
150.173388,36,77.178156
47.881285,81,77.206158
112.062917,55,77.22316
64.494505,73,77.246687
123.197554,49,77.261687
174.548378,21,77.267687
151.785738,35,77.278687
88.566325,65,77.301687
177.394942,19,77.307687
81.371435,68,77.331688
128.639625,45,77.348687
136.520413,41,77.362695
146.313207,36,77.372696
7.930969,95,77.400695
184.324585,14,77.404696
177.69328,19,77.410695
151.099039,35,77.420695
52.164605,79,77.442724
178.136843,18,77.447728
84.362071,65,77.473723
166.695816,26,77.48069
38.364559,83,77.504725
139.493715,41,77.516726
135.238722,45,77.529727
173.13788,22,77.535721
181.809533,16,77.540723
137.266586,41,77.552724
146.94816,38,77.56272
100.256188,62,77.580724
170.544933,23,77.587722
115.384424,49,77.601723
146.215247,38,77.611724
109.1595,56,77.627688
93.217738,63,77.645688
181.744271,16,77.650688
81.264152,68,77.668688
108.417282,56,77.684688
74.894328,71,77.704688
152.202604,35,77.714688
141.128618,40,77.725688
68.819365,73,77.752731
121.260232,52,77.76772
136.905963,42,77.779728
116.706256,53,78.376688
70.101129,72,78.398687
53.585923,79,78.42769
112.275137,51,78.442688
170.25944,24,78.450688
182.757371,15,78.454687
189.453349,10,78.457687
127.961704,45,78.473688
164.325211,26,78.481687
138.42488,42,78.494687
173.132053,22,78.501688
90.818527,64,78.520688
99.592117,59,78.537688
148.520454,37,78.550687
98.977092,61,78.568704
169.531404,23,78.575697
126.162929,49,78.589698
139.462984,42,78.601699
96.368995,61,78.618719
163.859938,28,78.625719
128.569848,48,78.645721
134.392715,44,78.658723
161.856762,29,78.666722
163.777418,28,78.674724
51.607837,78,78.697311
139.129558,42,78.709897
113.820031,54,78.724897
161.809245,30,78.733896
104.883245,59,78.749903
165.117228,28,78.757898
162.590252,28,78.765897
137.871366,43,78.7779
143.013584,40,78.789905
177.556334,19,78.794896
144.406957,39,78.805896
173.089233,22,78.812894
103.439469,59,78.829894
93.34318,63,78.846896
20.139998,92,78.873898
83.547786,66,78.892899
93.668855,63,78.910897
176.496348,20,78.916896
111.810117,55,78.939896
187.071875,12,78.942899
166.724509,25,78.949898
167.850267,25,78.957901
145.794526,38,78.968898
187.055305,12,78.971895
149.87249,35,78.981899
97.847746,62,79.584875
184.134334,14,79.588875
104.655647,58,79.607875
175.197222,20,79.614873
117.560338,52,79.632874
76.014609,68,79.654875
165.707103,27,79.663873
158.703619,31,79.674874
161.02118,29,79.683874
100.309189,57,79.700874
159.159679,29,79.709875
144.87562,39,79.723875
195.675356,5,79.725876
180.481488,17,79.731882
180.891932,17,79.737882
142.887126,40,79.752874
165.504502,27,79.762886
153.450434,34,79.773885
184.251483,14,79.777911
167.19807,26,79.785912
132.363361,43,79.797907
146.187425,39,79.80891
189.653878,10,79.812907
144.044225,39,79.82391
